country,date,Daily Vaccinations
Poland,2021-01-07,20194.0
Poland,2021-01-08,21399.0
Poland,2021-01-09,21376.0
Poland,2021-01-10,21746.0
Poland,2021-01-11,23659.0
Poland,2021-01-12,24199.0
Poland,2021-01-13,29836.0
Poland,2021-01-14,31646.0
Poland,2021-01-15,34025.0
Poland,2021-01-16,36754.0
Poland,2021-01-17,38059.0
Poland,2021-01-18,33904.0
Poland,2021-01-19,33087.0
Poland,2021-01-20,31796.0
Poland,2021-01-21,33503.0
Poland,2021-01-22,35331.0
Poland,2021-01-23,34837.0
Poland,2021-01-24,34001.0
Poland,2021-01-25,40260.0
Poland,2021-01-26,52033.0
Poland,2021-01-27,59495.0
Poland,2021-01-28,64577.0
Poland,2021-01-29,65258.0
Poland,2021-01-30,65110.0
Poland,2021-01-31,67061.0
Poland,2021-02-01,64961.0
Finland,2020-12-31,0.0
Finland,2021-01-01,459.0
Finland,2021-01-02,459.0
Finland,2021-01-03,459.0
Finland,2021-01-04,459.0
Finland,2021-01-05,736.0
Finland,2021-01-06,839.0
Finland,2021-01-07,913.0
Finland,2021-01-08,1273.0
Finland,2021-01-09,1353.0
Finland,2021-01-10,1433.0
Finland,2021-01-11,1513.0
Finland,2021-01-12,1739.0
Finland,2021-01-13,2332.0
Finland,2021-01-14,3554.0
Finland,2021-01-15,4573.0
Finland,2021-01-16,4971.0
Finland,2021-01-17,5369.0
Finland,2021-01-18,5767.0
Finland,2021-01-19,5458.0
Finland,2021-01-20,5562.0
Finland,2021-01-21,6467.0
Finland,2021-01-22,6874.0
Finland,2021-01-23,7253.0
Finland,2021-01-24,7633.0
Finland,2021-01-25,8012.0
Finland,2021-01-26,8740.0
Finland,2021-01-27,9264.0
Finland,2021-01-28,8575.0
Finland,2021-01-29,8647.0
Finland,2021-01-30,9222.0
Finland,2021-01-31,8404.0
Finland,2021-02-01,7587.0
Finland,2021-02-02,6709.0
Lithuania,2020-12-27,0.0
Lithuania,2020-12-28,2785.0
Lithuania,2020-12-29,2886.0
Lithuania,2020-12-30,2435.0
Lithuania,2020-12-31,1832.0
Lithuania,2021-01-01,1491.0
Lithuania,2021-01-02,1263.0
Lithuania,2021-01-03,1100.0
Lithuania,2021-01-04,720.0
Lithuania,2021-01-05,311.0
Lithuania,2021-01-06,592.0
Lithuania,2021-01-07,1182.0
Lithuania,2021-01-08,1903.0
Lithuania,2021-01-09,1928.0
Lithuania,2021-01-10,1911.0
Lithuania,2021-01-11,2208.0
Lithuania,2021-01-12,2489.0
Lithuania,2021-01-13,2858.0
Lithuania,2021-01-14,3494.0
Lithuania,2021-01-15,3788.0
Lithuania,2021-01-16,3900.0
Lithuania,2021-01-17,4061.0
Lithuania,2021-01-18,4388.0
Lithuania,2021-01-19,4986.0
Lithuania,2021-01-20,4612.0
Lithuania,2021-01-21,3595.0
Lithuania,2021-01-22,2603.0
Lithuania,2021-01-23,2449.0
Lithuania,2021-01-24,2290.0
Lithuania,2021-01-25,1650.0
Lithuania,2021-01-26,1196.0
Lithuania,2021-01-27,1669.0
Lithuania,2021-01-28,2421.0
Lithuania,2021-01-29,3509.0
Lithuania,2021-01-30,3594.0
Lithuania,2021-01-31,3592.0
Lithuania,2021-02-01,3999.0
Lithuania,2021-02-02,4054.0
Ireland,2020-12-31,0.0
Ireland,2021-01-01,550.0
Ireland,2021-01-02,550.0
Ireland,2021-01-03,550.0
Ireland,2021-01-04,550.0
Ireland,2021-01-05,1194.0
Ireland,2021-01-06,1624.0
Ireland,2021-01-07,1931.0
Ireland,2021-01-08,3028.0
Ireland,2021-01-09,4124.0
Ireland,2021-01-10,5221.0
Ireland,2021-01-11,6919.0
Ireland,2021-01-12,8157.0
Ireland,2021-01-13,9394.0
Ireland,2021-01-14,9452.0
Ireland,2021-01-15,8873.0
Ireland,2021-01-16,8293.0
Ireland,2021-01-17,7714.0
Ireland,2021-01-18,7267.0
Ireland,2021-01-19,6819.0
Ireland,2021-01-20,6371.0
Ireland,2021-01-21,6528.0
Ireland,2021-01-22,6686.0
Ireland,2021-01-23,6843.0
Ireland,2021-01-24,7000.0
Ireland,2021-01-25,6552.0
Ireland,2021-01-26,6105.0
Ireland,2021-01-27,5657.0
Ireland,2021-01-28,6271.0
Ireland,2021-01-29,6886.0
Ireland,2021-01-30,7500.0
Ireland,2021-01-31,8114.0
Hungary,2020-12-28,0.0
Hungary,2020-12-29,1367.0
Hungary,2020-12-30,1348.0
Hungary,2020-12-31,1339.0
Hungary,2021-01-01,1578.0
Hungary,2021-01-02,1722.0
Hungary,2021-01-03,1818.0
Hungary,2021-01-04,1987.0
Hungary,2021-01-05,2648.0
Hungary,2021-01-06,3959.0
Hungary,2021-01-07,5348.0
Hungary,2021-01-08,6375.0
Hungary,2021-01-09,7402.0
Hungary,2021-01-10,8429.0
Hungary,2021-01-11,9083.0
Hungary,2021-01-12,9418.0
Hungary,2021-01-13,9229.0
Hungary,2021-01-14,9026.0
Hungary,2021-01-15,8688.0
Hungary,2021-01-16,8347.0
Hungary,2021-01-17,7455.0
Hungary,2021-01-18,7536.0
Hungary,2021-01-19,6618.0
Hungary,2021-01-20,6069.0
Hungary,2021-01-21,5581.0
Hungary,2021-01-22,5326.0
Hungary,2021-01-23,4778.0
Hungary,2021-01-24,4701.0
Hungary,2021-01-25,4426.0
Hungary,2021-01-26,5317.0
Hungary,2021-01-27,6989.0
Hungary,2021-01-28,9745.0
Hungary,2021-01-29,13966.0
Hungary,2021-01-30,17920.0
Hungary,2021-01-31,20434.0
Hungary,2021-02-01,21335.0
China,2020-12-15,0.0
China,2020-12-16,187500.0
China,2020-12-17,187500.0
China,2020-12-18,187500.0
China,2020-12-19,187500.0
China,2020-12-20,187500.0
China,2020-12-21,187500.0
China,2020-12-22,187500.0
China,2020-12-23,187500.0
China,2020-12-24,187500.0
China,2020-12-25,187500.0
China,2020-12-26,187500.0
China,2020-12-27,187500.0
China,2020-12-28,187500.0
China,2020-12-29,187500.0
China,2020-12-30,187500.0
China,2020-12-31,187500.0
China,2021-01-01,232143.0
China,2021-01-02,276786.0
China,2021-01-03,321429.0
China,2021-01-04,366071.0
China,2021-01-05,410714.0
China,2021-01-06,455357.0
China,2021-01-07,500000.0
China,2021-01-08,500000.0
China,2021-01-09,500000.0
China,2021-01-10,464286.0
China,2021-01-11,428571.0
China,2021-01-12,392857.0
China,2021-01-13,357143.0
China,2021-01-14,387755.0
China,2021-01-15,418367.0
China,2021-01-16,448980.0
China,2021-01-17,515306.0
China,2021-01-18,581633.0
China,2021-01-19,647959.0
China,2021-01-20,714286.0
China,2021-01-21,770755.0
China,2021-01-22,827224.0
China,2021-01-23,883694.0
China,2021-01-24,940163.0
China,2021-01-25,996633.0
China,2021-01-26,1053102.0
China,2021-01-27,1109571.0
China,2021-01-28,995097.0
China,2021-01-29,880622.0
China,2021-01-30,766148.0
China,2021-01-31,651673.0
Sweden,2020-12-27,0.0
Sweden,2020-12-28,688.0
Sweden,2020-12-29,688.0
Sweden,2020-12-30,688.0
Sweden,2020-12-31,688.0
Sweden,2021-01-01,688.0
Sweden,2021-01-02,688.0
Sweden,2021-01-03,688.0
Sweden,2021-01-04,1155.0
Sweden,2021-01-05,1621.0
Sweden,2021-01-06,2088.0
Sweden,2021-01-07,2555.0
Sweden,2021-01-08,3022.0
Sweden,2021-01-09,3489.0
Sweden,2021-01-10,3955.0
Sweden,2021-01-11,4705.0
Sweden,2021-01-12,5454.0
Sweden,2021-01-13,6203.0
Sweden,2021-01-14,6953.0
Sweden,2021-01-15,7702.0
Sweden,2021-01-16,8451.0
Sweden,2021-01-17,9201.0
Sweden,2021-01-18,9779.0
Sweden,2021-01-19,10357.0
Sweden,2021-01-20,10935.0
Sweden,2021-01-21,11514.0
Sweden,2021-01-22,12092.0
Sweden,2021-01-23,12670.0
Sweden,2021-01-24,13248.0
Sweden,2021-01-25,12799.0
Sweden,2021-01-26,12350.0
Sweden,2021-01-27,11901.0
Sweden,2021-01-28,11452.0
Sweden,2021-01-29,12199.0
Sweden,2021-01-30,11601.0
Sweden,2021-01-31,11004.0
Sweden,2021-02-01,10856.0
Sweden,2021-02-02,10707.0
Israel,2020-12-19,0.0
Israel,2020-12-20,7311.0
Israel,2020-12-21,16034.0
Israel,2020-12-22,25443.0
Israel,2020-12-23,34507.0
Israel,2020-12-24,42045.0
Israel,2020-12-25,41329.0
Israel,2020-12-26,40001.0
Israel,2020-12-27,53712.0
Israel,2020-12-28,69129.0
Israel,2020-12-29,84788.0
Israel,2020-12-30,97457.0
Israel,2020-12-31,109485.0
Israel,2021-01-01,114167.0
Israel,2021-01-02,119725.0
Israel,2021-01-03,125919.0
Israel,2021-01-04,126916.0
Israel,2021-01-05,122501.0
Israel,2021-01-06,115411.0
Israel,2021-01-07,109317.0
Israel,2021-01-08,108575.0
Israel,2021-01-09,104721.0
Israel,2021-01-10,89892.0
Israel,2021-01-11,75561.0
Israel,2021-01-12,66385.0
Israel,2021-01-13,67225.0
Israel,2021-01-14,68539.0
Israel,2021-01-15,68564.0
Israel,2021-01-16,70087.0
Israel,2021-01-17,85442.0
Israel,2021-01-18,106467.0
Israel,2021-01-19,127644.0
Israel,2021-01-20,143332.0
Israel,2021-01-21,158567.0
Israel,2021-01-22,164631.0
Israel,2021-01-23,170088.0
Israel,2021-01-24,178087.0
Israel,2021-01-25,182518.0
Israel,2021-01-26,181552.0
Israel,2021-01-27,179317.0
Israel,2021-01-28,176309.0
Israel,2021-01-29,175267.0
Israel,2021-01-30,172958.0
Israel,2021-01-31,162332.0
Israel,2021-02-01,147942.0
Israel,2021-02-02,133637.0
Costa Rica,2020-12-24,0.0
Costa Rica,2020-12-25,240.0
Costa Rica,2020-12-26,240.0
Costa Rica,2020-12-27,240.0
Costa Rica,2020-12-28,240.0
Costa Rica,2020-12-29,240.0
Costa Rica,2020-12-30,240.0
Costa Rica,2020-12-31,240.0
Costa Rica,2021-01-01,240.0
Costa Rica,2021-01-02,240.0
Costa Rica,2021-01-03,240.0
Costa Rica,2021-01-04,414.0
Costa Rica,2021-01-05,588.0
Costa Rica,2021-01-06,763.0
Costa Rica,2021-01-07,937.0
Costa Rica,2021-01-08,1111.0
Costa Rica,2021-01-09,1385.0
Costa Rica,2021-01-10,1659.0
Costa Rica,2021-01-11,1759.0
Costa Rica,2021-01-12,1859.0
Costa Rica,2021-01-13,1959.0
Costa Rica,2021-01-14,2058.0
Costa Rica,2021-01-15,2158.0
Costa Rica,2021-01-16,2066.0
Costa Rica,2021-01-17,1973.0
Costa Rica,2021-01-18,1880.0
Costa Rica,2021-01-19,1955.0
Costa Rica,2021-01-20,2029.0
Costa Rica,2021-01-21,2103.0
Costa Rica,2021-01-22,2177.0
Costa Rica,2021-01-23,2344.0
Costa Rica,2021-01-24,2510.0
Costa Rica,2021-01-25,2677.0
Costa Rica,2021-01-26,2490.0
Costa Rica,2021-01-27,2303.0
Costa Rica,2021-01-28,2116.0
Costa Rica,2021-01-29,1929.0
Costa Rica,2021-01-30,1742.0
Costa Rica,2021-01-31,1555.0
Costa Rica,2021-02-01,1368.0
Malta,2020-12-28,0.0
Malta,2020-12-29,259.0
Malta,2020-12-30,259.0
Malta,2020-12-31,259.0
Malta,2021-01-01,259.0
Malta,2021-01-02,259.0
Malta,2021-01-03,259.0
Malta,2021-01-04,259.0
Malta,2021-01-05,281.0
Malta,2021-01-06,304.0
Malta,2021-01-07,327.0
Malta,2021-01-08,350.0
Malta,2021-01-09,373.0
Malta,2021-01-10,396.0
Malta,2021-01-11,419.0
Malta,2021-01-12,524.0
Malta,2021-01-13,629.0
Malta,2021-01-14,735.0
Malta,2021-01-15,840.0
Malta,2021-01-16,938.0
Malta,2021-01-17,1036.0
Malta,2021-01-18,1162.0
Malta,2021-01-19,1178.0
Malta,2021-01-20,1162.0
Malta,2021-01-21,1170.0
Malta,2021-01-22,1182.0
Malta,2021-01-23,1190.0
Malta,2021-01-24,1182.0
Malta,2021-01-25,1167.0
Malta,2021-01-26,1156.0
Malta,2021-01-27,1171.0
Malta,2021-01-28,1164.0
Malta,2021-01-29,1151.0
Malta,2021-01-30,1131.0
Malta,2021-01-31,1046.0
Malta,2021-02-01,941.0
Malta,2021-02-02,947.0
